MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,7.9100000,-0.0500000
MsgID.LOCAL_POSITION,294.1030000,-0.0406552,7.7053251,-2.9469700
MsgID.LOCAL_VELOCITY,294.1030000,0.3362464,7.9118032,-0.0535519
MsgID.GLOBAL_POSITION,0.0000000,-122.3956385,37.7932896,2.9550000
MsgID.LOCAL_VELOCITY,0.0000000,0.3500000,8.5800000,-0.1200000
MsgID.LOCAL_POSITION,294.3540000,0.0520954,10.0780945,-2.9556112
MsgID.LOCAL_VELOCITY,294.3540000,0.3576247,8.5821648,-0.1287482
MsgID.GLOBAL_POSITION,0.0000000,-122.3956146,37.7932904,2.9590000
MsgID.LOCAL_VELOCITY,0.0000000,0.3600000,8.7100000,-0.0100000
MsgID.LOCAL_POSITION,294.6040000,0.1372208,12.2081718,-2.9594979
MsgID.LOCAL_VELOCITY,294.6040000,0.3619952,8.7160959,-0.0175111
MsgID.GLOBAL_POSITION,0.0000000,-122.3955907,37.7932904,2.9580000
MsgID.LOCAL_VELOCITY,0.0000000,0.3600000,8.8000000,-0.0700000
MsgID.LOCAL_POSITION,294.8540000,0.1352417,14.3298883,-2.9580605
MsgID.LOCAL_VELOCITY,294.8540000,0.3666959,8.8050032,-0.0707383
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.LOCAL_POSITION,295.1040000,0.2452412,16.3216534,-2.9634545
MsgID.LOCAL_VELOCITY,295.1040000,0.4049920,8.8385477,-0.0193254
MsgID.GLOBAL_POSITION,0.0000000,-122.3955683,37.7932913,2.9630000
MsgID.LOCAL_VELOCITY,0.0000000,0.4000000,8.8300000,-0.0100000
MsgID.LOCAL_POSITION,295.3550000,0.5699620,18.8246956,-2.9752049
MsgID.LOCAL_VELOCITY,295.3550000,0.4066041,8.8478947,0.0140700
MsgID.GLOBAL_POSITION,0.0000000,-122.3955401,37.7932943,2.9750000
MsgID.LOCAL_VELOCITY,0.0000000,0.4000000,8.8400000,0.0100000
MsgID.LOCAL_POSITION,295.6070000,0.6803171,20.9410706,-2.9739835
MsgID.LOCAL_VELOCITY,295.6070000,0.2864376,8.8453207,0.0321428
MsgID.GLOBAL_POSITION,0.0000000,-122.3955163,37.7932953,2.9730000
